Año;Mes;Organismo;Evento;Entradas;Clasificación
2024;Abril;Cineteca;Fuego Fatuo;16;Cine y Audiovisual
2024;Abril;Cineteca;Pina;9;Documental
2024;Abril;Cineteca;El Laberinto: La Guerra Secreta De España;3;Documental
2024;Abril;Cineteca;Dancismo;4;Cine y Audiovisual
2024;Abril;Cineteca;Nuestro Último Baile;15;Cine y Audiovisual
2024;Mayo;Cineteca;Trilogía De La Haya;3;Cine y Audiovisual
2024;Mayo;Cineteca;Películas De Combate;18;Cine y Audiovisual
2024;Mayo;Cineteca;Historias Del Poder;1;Documental
2024;Mayo;Cineteca;Lugares Soñados;12;Cine y Audiovisual
2024;Mayo;Cineteca;La Guerra Al Periodismo;2;Documental
2024;Mayo;Cineteca;Nadadoras;1;Cine y Audiovisual
2024;Mayo;Cineteca;Nuestra Película;6;Cine y Audiovisual
2024;Mayo;Cineteca;Destierro;2;Cine y Audiovisual
2024;Mayo;Cineteca;La Caravana;1;Cine y Audiovisual
2024;Mayo;Cineteca;O Auto Das Ánimas;4;Cine y Audiovisual
2024;Mayo;Cineteca;Puerperio;1;Cine y Audiovisual
2024;Mayo;Cineteca;Un Gif Larguisimo;4;Cine y Audiovisual
2024;Mayo;Cineteca;Último Recurso;2;Cine y Audiovisual
2024;Mayo;Cineteca;Fail Better;4;Cine y Audiovisual
2024;Mayo;Cineteca;Le 17e Parallèle: La Guerre Du Peuple;3;Documental
2024;Mayo;Cineteca;Otoño en La Valcueva;1;Cine y Audiovisual
2024;Mayo;Cineteca;Geografías De La Soledad;3;Cine y Audiovisual
2024;Mayo;Cineteca;Un Sol Radiant;20;Cine y Audiovisual
2024;Mayo;Cineteca;Negro Púrpura;6;Cine y Audiovisual
2024;Mayo;Cineteca;L'été;19;Cine y Audiovisual
2024;Mayo;Cineteca;L'hiver;13;Cine y Audiovisual
2024;Mayo;Cineteca;Hogar, Dulce Hogar;6;Cine y Audiovisual
2024;Mayo;Cineteca;De Cielo y Arena;2;Cine y Audiovisual
2024;Mayo;Cineteca;Le Printemps;18;Cine y Audiovisual
2024;Mayo;Cineteca;Las Edades Sensibles a La Luz;1;Cine y Audiovisual
2024;Mayo;Cineteca;Zinzindurrunkarratz;13;Cine y Audiovisual
2024;Mayo;Cineteca;Octubre en Madrid;17;Cine y Audiovisual
2024;Mayo;Cineteca;Inauguración. 50 Años De 'Octubre à Madrid' (Diario Filmado);7;Cine y Audiovisual
2024;Mayo;Cineteca;Contractions + La Terminal;6;Cine y Audiovisual
2024;Mayo;Cineteca;Programa 1: ¿qué Es El Cine?;6;Cine y Audiovisual
2024;Mayo;Cineteca;La Historia Se Escribe De Noche + Mitahat Le Shemesh Khula;5;Cine y Audiovisual
2024;Mayo;Cineteca;Dulcinea;7;Cine y Audiovisual
2024;Mayo;Cineteca;Sampling Echoes. Programa 1;8;Cine y Audiovisual
2024;Mayo;Cineteca;Natsu No Uta;12;Cine y Audiovisual
2024;Mayo;Cineteca;Programa 2: Música De Cine;4;Cine y Audiovisual
2024;Mayo;Cineteca;El Canto De Los Años Nuevos + Los Restos Del Pasar;28;Cine y Audiovisual
2024;Mayo;Cineteca;The Roller, the Life, the Fight;5;Cine y Audiovisual
2024;Mayo;Cineteca;Sampling Echoes. Programa 2;6;Cine y Audiovisual
2024;Mayo;Cineteca;Amoramar + M-Hole;7;Cine y Audiovisual
2024;Mayo;Cineteca;Programa 3: Clásicos Austriacos;6;Cine y Audiovisual
2024;Mayo;Cineteca;Mitología De Barrio;4;Cine y Audiovisual
2024;Mayo;Cineteca;Ozr El Wezzah + Broken View;9;Cine y Audiovisual
2024;Junio;Cineteca;Buenos Aires Al Pacífico;3;Cine y Audiovisual
2024;Junio;Cineteca;Arturo a Los 30;24;Cine y Audiovisual
2024;Junio;Cineteca;Fragmentos Desde El Exilio + Luto + Homenaje a La Obra De Phillip Henry Gosse;1;Cine y Audiovisual
2024;Junio;Cineteca;Juana Banana;15;Cine y Audiovisual
2024;Junio;Cineteca;Las Cosas Indefinidas + Buscar Trabajo;6;Cine y Audiovisual
2024;Junio;Cineteca;Soc Filla De Ma Mare;4;Cine y Audiovisual
2024;Junio;Cineteca;El Enterrador y Sus Colegas;11;Cine y Audiovisual
2024;Junio;Cineteca;Un Hombre Sin Miedo;1;Cine y Audiovisual
2024;Junio;Cineteca;Where Elephants Go;3;Cine y Audiovisual
2024;Junio;Cineteca;El Futuro Del Pasado;2;Cine y Audiovisual
2024;Junio;Cineteca;Natatorium;5;Cine y Audiovisual
2024;Junio;Cineteca;It’s not My Film;4;Cine y Audiovisual
2024;Junio;Cineteca;Tornen Lágrimas a Incendios + La Tierra Los Altares;8;Cine y Audiovisual
2024;Junio;Cineteca;Historia De Pastores;11;Cine y Audiovisual
2024;Junio;Cineteca;On the Go;12;Cine y Audiovisual
2024;Junio;Cineteca;Mamá, Mamá, Mamá;24;Cine y Audiovisual
2024;Junio;Cineteca;Ry?ichi Sakamoto. Opus;18;Documental
2024;Junio;Cineteca;El Coso;13;Cine y Audiovisual
2024;Junio;Cineteca;Capítulo XIV: Dioses Varios (Espiritualidades Acústicas);2;Cine y Audiovisual
2024;Junio;Cineteca;Para Lucio;5;Cine y Audiovisual
2024;Junio;Cineteca;The Urgency of Death;18;Cine y Audiovisual
2024;Junio;Cineteca;Generación Lagartija;3;Cine y Audiovisual
2024;Junio;Cineteca;Break Nation;4;Cine y Audiovisual
2024;Junio;Cineteca;El Ansia;36;Cine y Audiovisual
2024;Junio;Cineteca;Nuestros Días Más Felices;4;Cine y Audiovisual
2024;Junio;Cineteca;Sesión De Cortometrajes Queer;9;Cine y Audiovisual
2024;Junio;Cineteca;Luces Azules;1;Cine y Audiovisual
2024;Junio;Cineteca;Reír, Cantar, Tal Vez Llorar;20;Cine y Audiovisual
2024;Junio;Cineteca;Corridas De Alegría;1;Cine y Audiovisual
2024;Junio;Cineteca;Baise-Moi (Fóllame);10;Cine y Audiovisual
2024;Junio;Cineteca;On the Go;12;Cine y Audiovisual
2024;Enero;Teatro Español;La Isla Del Aire;107;Teatro y Escénicas
2024;Enero;Teatro Español;El Silencio en Bodas De Sangre;29;Teatro y Escénicas
2024;Enero;Teatro Español;Carmen, Nada De Nadie;47;Teatro y Escénicas
2024;Febrero;Teatro Español;Es Peligroso Asomarse Al Exterior;761;Teatro y Escénicas
2024;Marzo;Teatro Español;Run Baby Run;273;Teatro y Escénicas
2024;Marzo;Teatro Español;Manual Para Armar Un Sueño;178;Teatro y Escénicas
2024;Marzo;Teatro Español;La Lucha Por La Vida;389;Teatro y Escénicas
2024;Abril;Teatro Español;Camino Largo De Vuelta a Casa;322;Teatro y Escénicas
2024;Abril;Teatro Español;Primer Combate Cuartos De Final. VIII Torneo De Dramaturgia;3;Teatro y Escénicas
2024;Abril;Teatro Español;Segundo Combate De Cuartos De Final. VIII Torneo De Dramaturgia;23;Teatro y Escénicas
2024;Abril;Teatro Español;Tercer Combate Cuartos De Final. VIII Torneo De Dramaturgia;19;Teatro y Escénicas
2024;Abril;Teatro Español;Alter Ego;68;Teatro y Escénicas
2024;Abril;Teatro Español;Cuarto Combate Cuartos De Final. VIII Torneo De Dramaturgia;24;Teatro y Escénicas
2024;Mayo;Teatro Español;Camargo;15;Teatro y Escénicas
2024;Mayo;Teatro Español;Primera Semifinal. VIII Torneo De Dramaturgia;24;Teatro y Escénicas
2024;Mayo;Teatro Español;Los Chicos De Baker-Miller;64;Teatro y Escénicas
2024;Mayo;Teatro Español;Segunda Semifinal. VIII Torneo De Dramaturgia;16;Teatro y Escénicas
2024;Mayo;Teatro Español;Rei Édipo;37;Teatro y Escénicas
2024;Mayo;Teatro Español;Dream;82;Teatro y Escénicas
2024;Mayo;Teatro Español;Te Estábamos Esperando;60;Teatro y Escénicas
2024;Mayo;Teatro Español;El Ardor;62;Teatro y Escénicas
2024;Junio;Teatro Español;El Fin;474;Teatro y Escénicas
2024;Junio;Teatro Español;Lucha y Metamorfosis De Una Mujer;165;Teatro y Escénicas
2024;Enero;Teatro Fernán Gómez. Centro Cultural De La Villa;Ron Lalá 4x4;136;Teatro y Escénicas
2024;Enero;Teatro Fernán Gómez. Centro Cultural De La Villa;PAELLA;109;Teatro y Escénicas
2024;Enero;Teatro Fernán Gómez. Centro Cultural De La Villa;TÍO VANIA;287;Teatro y Escénicas
2024;Febrero;Teatro Fernán Gómez. Centro Cultural De La Villa;LA REGENTA;432;Teatro y Escénicas
2024;Febrero;Teatro Fernán Gómez. Centro Cultural De La Villa;YERMA;360;Teatro y Escénicas
2024;Marzo;Teatro Fernán Gómez. Centro Cultural De La Villa;MI ABUELA NO SE LLAMA CARMEN;213;Teatro y Escénicas
2024;Marzo;Teatro Fernán Gómez. Centro Cultural De La Villa;TODAS LAS HIJAS;387;Teatro y Escénicas
2024;Abril;Teatro Fernán Gómez. Centro Cultural De La Villa;PARAÍSO;78;Teatro y Escénicas
2024;Abril;Teatro Fernán Gómez. Centro Cultural De La Villa;UN DELICADO EQUILIBRIO;352;Teatro y Escénicas
2024;Abril;Teatro Fernán Gómez. Centro Cultural De La Villa;Encendidas (Homenaje a Paca Aguirre);15;Teatro y Escénicas
2024;Abril;Teatro Fernán Gómez. Centro Cultural De La Villa;Protocolo Del Quebranto;70;Teatro y Escénicas
2024;Mayo;Teatro Fernán Gómez. Centro Cultural De La Villa;33 CERTAMEN DE COREOGRAFÍA DE DANZA ESPAÑOLA Y FLAMENCO;36;Teatro y Escénicas
2024;Mayo;Teatro Fernán Gómez. Centro Cultural De La Villa;DESCARADOS;301;Teatro y Escénicas
2024;Mayo;Teatro Fernán Gómez. Centro Cultural De La Villa;El Largo Camino (Historias De Ucrania);24;Teatro y Escénicas
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;Sexpiertos;92;Teatro y Escénicas
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;Raúl Rodríguez;29;Música y Conciertos
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;Rosario La Tremendita;17;Música y Conciertos
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;Luis Fercán;24;Música y Conciertos
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;Tiento Nuovo & Ignacio Prego;39;Música y Conciertos
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;Johanna Rose;36;Música y Conciertos
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;Andoni Mercero y Alfonso Sebastián;11;Música y Conciertos
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;L’Apothéose;34;Música y Conciertos
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;Cia. Eduardo Guerrero / Seda: Jondo. Del Primer Llanto, Del Primer Beso;66;Teatro y Escénicas
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;LA MOV BALLET: Tempus Fugit;58;Teatro y Escénicas
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;Manuela Barrero dlcAos : Con Vos y Conmigo Sea. Libro II;27;Teatro y Escénicas
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;Losdedae Dance Company: Tantas Flores;23;Teatro y Escénicas
2024;Junio;Teatro Fernán Gómez. Centro Cultural De La Villa;Ogmia / Eduardo Vallejo: Mother Tongue;34;Teatro y Escénicas
2024;Enero;Naves Del Español en Matadero;Tan Solo El Fin Del Mundo;50;Cine y Audiovisual
2024;Enero;Naves Del Español en Matadero;Las Locuras Por El Veraneo;245;Teatro y Escénicas
2024;Enero;Naves Del Español en Matadero;Nuestros Actos Ocultos;141;Teatro y Escénicas
2024;Febrero;Naves Del Español en Matadero;El Perro Del Teniente;651;Teatro y Escénicas
2024;Marzo;Naves Del Español en Matadero;Vania x Vania (Versión 2);448;Teatro y Escénicas
2024;Marzo;Naves Del Español en Matadero;Vania x Vania (Versión 1);228;Teatro y Escénicas
2024;Marzo;Naves Del Español en Matadero;Instrucciones Para Sobrevivir en Lo Oscuro;426;Teatro y Escénicas
2024;Abril;Naves Del Español en Matadero;Las Cautivas;150;Teatro y Escénicas
2024;Abril;Naves Del Español en Matadero;La Voluntad De Creer;460;Teatro y Escénicas
2024;Abril;Naves Del Español en Matadero;Amal (La Baldufa);17;Infantil / Familiar
2024;Mayo;Naves Del Español en Matadero;Historia De Una Oveja;29;Infantil / Familiar
2024;Mayo;Naves Del Español en Matadero;Archipiélago De Los Desastres;30;Teatro y Escénicas
2024;Mayo;Naves Del Español en Matadero;Jan Martens;63;Teatro y Escénicas
2024;Mayo;Naves Del Español en Matadero;Los Amigos De Ellos Dos;284;Teatro y Escénicas
2024;Mayo;Naves Del Español en Matadero;Poeta en Nueva York;342;Teatro y Escénicas
2024;Mayo;Naves Del Español en Matadero;Gran Final. VIII Torneo De Dramaturgia;23;Teatro y Escénicas
2024;Junio;Naves Del Español en Matadero;Festen;101;Teatro y Escénicas
2024;Junio;Naves Del Español en Matadero;Marceline;29;Teatro y Escénicas
2024;Junio;Naves Del Español en Matadero;14,4;5;Teatro y Escénicas
2024;Agosto;Actividades Culturales;A String Section;22;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Alba Reche en Concierto;76;Música y Conciertos
2024;Agosto;Actividades Culturales;Arte, Pasión y Solera;58;Música y Conciertos
2024;Julio;Actividades Culturales;Assimilating / Moving State 1;53;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Camela. Gira 30 Aniversario;39;Música y Conciertos
2024;Julio;Actividades Culturales;Compañía Nacional De Danza;189;Teatro y Escénicas
2024;Agosto;Actividades Culturales;El Sueño De Un Rey;8;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Into Thin Air;36;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Jimena Amarillo + Irenegarry;202;Música y Conciertos
2024;Agosto;Actividades Culturales;Kamishibai Cuentacuentos;12;Infantil / Familiar
2024;Agosto;Actividades Culturales;Los Bandos De Verona;38;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Los Enredos De Scapin;42;Teatro y Escénicas
2024;Agosto;Actividades Culturales;LOVE LOVE LOVE;36;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Luísa Sobral + Maria Reis;33;Música y Conciertos
2024;Agosto;Actividades Culturales;Madrid, Del Cuplé a Sabina;13;Música y Conciertos
2024;Agosto;Actividades Culturales;Maria Callas en La Voz De Pilar Jurado;41;Música y Conciertos
2024;Agosto;Actividades Culturales;Naturalmente Flamenco;93;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Obra De Bolsillo;27;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Opia;44;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Paco Soto;16;Música y Conciertos
2024;Julio;Actividades Culturales;Puccini Dance Circus Opera, per Coro Di Corpi e Strumenti;84;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Puccini Dance Circus Opera, per Coro Di Corpi e Strumenti;51;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Rúbrica;31;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Sonidos Líquidos (Wet Sounds);42;Cultura General
2024;Julio;Actividades Culturales;Una Velada Acústica Con Carla Bruni;35;Música y Conciertos
2024;Agosto;Actividades Culturales;Viaje De Vida y Vuelta;23;Teatro y Escénicas
2024;Agosto;Actividades Culturales;Vicente Navarro + Rocío Guzmán;26;Música y Conciertos
2024;Julio;Actividades Culturales;Zarzuela en Danza;100;Teatro y Escénicas
2024;Septiembre;Cineteca;Septiembre;6;Cine y Audiovisual
2024;Septiembre;Cineteca;[m]otherhood;12;Cine y Audiovisual
2024;Octubre;Cineteca;¿qué He Hecho Yo Para Merecer Esto?;44;Cine y Audiovisual
2024;Diciembre;Cineteca;10 Para La Libertad + Coloquio;4;Cine y Audiovisual
2024;Septiembre;Cineteca;5 Casas;4;Cine y Audiovisual
2024;Noviembre;Cineteca;Al Margen;44;Cine y Audiovisual
2024;Septiembre;Cineteca;Amarcord;34;Cine y Audiovisual
2024;Julio;Cineteca;Amazing Grace;5;Cine y Audiovisual
2024;Octubre;Cineteca;Archivistas Salvajes. Sesión 1;5;Cine y Audiovisual
2024;Octubre;Cineteca;Archivistas Salvajes. Sesión 2;7;Cine y Audiovisual
2024;Octubre;Cineteca;Archivistas Salvajes. Sesión 3;2;Cine y Audiovisual
2024;Octubre;Cineteca;Arena;12;Cine y Audiovisual
2024;Diciembre;Cineteca;Barbara;17;Cine y Audiovisual
2024;Septiembre;Cineteca;Batalla Más Allá Del Sol;2;Cine y Audiovisual
2024;Noviembre;Cineteca;Beckett y El Rinoceronte Blanco;2;Cine y Audiovisual
2024;Noviembre;Cineteca;Beicon + Out;4;Cine y Audiovisual
2024;Octubre;Cineteca;Bendita Tú;3;Cine y Audiovisual
2024;Diciembre;Cineteca;Blockade;6;Cine y Audiovisual
2024;Noviembre;Cineteca;Bodegón Con Fantasmas;15;Cine y Audiovisual
2024;Octubre;Cineteca;Capítulo XVI: Sonidos Danzantes (Cuerpos, Movimientos, Resonancias);5;Cine y Audiovisual
2024;Noviembre;Cineteca;Capítulo XVII: Música Numérica (Matemática Sonora);5;Cine y Audiovisual
2024;Diciembre;Cineteca;Capítulo XVIII: Comer y Sonar (Un Banquete Musical);2;Cine y Audiovisual
2024;Octubre;Cineteca;Carne De Tu Carne;17;Cine y Audiovisual
2024;Diciembre;Cineteca;Ciudadano Havel;5;Cine y Audiovisual
2024;Noviembre;Cineteca;Cold Sigh;2;Cine y Audiovisual
2024;Noviembre;Cineteca;Cortos Disidentes;14;Cine y Audiovisual
2024;Noviembre;Cineteca;Cortos Nacionales I;32;Cine y Audiovisual
2024;Octubre;Cineteca;Cuarencena;3;Cine y Audiovisual
2024;Septiembre;Cineteca;Cuatro en Jeep;2;Cine y Audiovisual
2024;Noviembre;Cineteca;Cuentos De Halloween;9;Cine y Audiovisual
2024;Noviembre;Cineteca;Cyborg Generation;23;Cine y Audiovisual
2024;Septiembre;Cineteca;Daguerrotipos;22;Cine y Audiovisual
2024;Septiembre;Cineteca;De Caballos y Guitarras;9;Cine y Audiovisual
2024;Septiembre;Cineteca;De Lorca a Lorca;20;Cine y Audiovisual
2024;Diciembre;Cineteca;De Un Tiempo Pasado a Esta Parte Futura;2;Cine y Audiovisual
2024;Octubre;Cineteca;Disaster Tourism;3;Cine y Audiovisual
2024;Septiembre;Cineteca;Divino Tesoro;4;Cine y Audiovisual
2024;Octubre;Cineteca;Dónde;12;Cine y Audiovisual
2024;Diciembre;Cineteca;El Ángel Azul;15;Cine y Audiovisual
2024;Diciembre;Cineteca;El Cabrero, Mi Patria Es La Libertad;2;Cine y Audiovisual
2024;Diciembre;Cineteca;El Cielo Sobre Berlín;9;Cine y Audiovisual
2024;Octubre;Cineteca;El Corazón De Europa;2;Cine y Audiovisual
2024;Septiembre;Cineteca;El Duro;1;Cine y Audiovisual
2024;Octubre;Cineteca;El Eco;7;Cine y Audiovisual
2024;Noviembre;Cineteca;El Embrujo De Shanghai;7;Cine y Audiovisual
2024;Septiembre;Cineteca;El Legado;3;Cine y Audiovisual
2024;Noviembre;Cineteca;El Segundo Acto;18;Cine y Audiovisual
2024;Octubre;Cineteca;El Vientre De Europa;6;Cine y Audiovisual
2024;Noviembre;Cineteca;En La Alcoba Del Sultán;19;Cine y Audiovisual
2024;Noviembre;Cineteca;Escáner - Sesión De Cortometrajes 2;22;Cine y Audiovisual
2024;Octubre;Cineteca;État De Nécessité;2;Cine y Audiovisual
2024;Noviembre;Cineteca;Felices Pascuas;6;Cine y Audiovisual
2024;Octubre;Cineteca;Fin De Viaje - Sahara;9;Cine y Audiovisual
2024;Octubre;Cineteca;Freddy;1;Cine y Audiovisual
2024;Noviembre;Cineteca;From My Cold Dead Hands;12;Cine y Audiovisual
2024;Noviembre;Cineteca;Globomanía;3;Cine y Audiovisual
2024;Noviembre;Cineteca;Grand Tour;10;Cine y Audiovisual
2024;Noviembre;Cineteca;Hija Del Volcán;2;Cine y Audiovisual
2024;Noviembre;Cineteca;Historia De Pastores;21;Cine y Audiovisual
2024;Septiembre;Cineteca;History and Memory: For Akiko and Takashige + Lovely Andrea;9;Cine y Audiovisual
2024;Septiembre;Cineteca;Homenaje a Rebecca Collins (1982-2024);6;Cine y Audiovisual
2024;Diciembre;Cineteca;Hook (El Capitán Garfio);2;Cine y Audiovisual
2024;Diciembre;Cineteca;Jerzy Kucia. El Maestro;5;Cine y Audiovisual
2024;Octubre;Cineteca;Kenya;3;Cine y Audiovisual
2024;Noviembre;Cineteca;La Buena Estrella;7;Cine y Audiovisual
2024;Octubre;Cineteca;La Ferme Des Bertrand;3;Cine y Audiovisual
2024;Octubre;Cineteca;La Guardia Blanca;1;Cine y Audiovisual
2024;Septiembre;Cineteca;La Hojarasca;3;Cine y Audiovisual
2024;Noviembre;Cineteca;La Luz Que Imaginamos;10;Cine y Audiovisual
2024;Septiembre;Cineteca;La Mano De Madera;8;Cine y Audiovisual
2024;Octubre;Cineteca;La Mansión De Araucaima;7;Cine y Audiovisual
2024;Septiembre;Cineteca;La Mecánica De Los Fluidos;13;Cine y Audiovisual
2024;Octubre;Cineteca;La Noche Del Chihuahua;6;Cine y Audiovisual
2024;Diciembre;Cineteca;La Parra;17;Cine y Audiovisual
2024;Septiembre;Cineteca;La Película;6;Cine y Audiovisual
2024;Septiembre;Cineteca;La Singla;7;Cine y Audiovisual
2024;Septiembre;Cineteca;La Tara;4;Cine y Audiovisual
2024;Septiembre;Cineteca;Las Películas De Mi Padre;7;Cine y Audiovisual
2024;Octubre;Cineteca;Llamadas Desde Moscú;14;Cine y Audiovisual
2024;Septiembre;Cineteca;Lo Que Va Por Debajo;5;Cine y Audiovisual
2024;Octubre;Cineteca;Loose Ends / Cabos Sueltos;11;Cine y Audiovisual
2024;Diciembre;Cineteca;Los Árboles No Dejan Ver El Bosque;6;Cine y Audiovisual
2024;Diciembre;Cineteca;Los Cazafantasmas;2;Cine y Audiovisual
2024;Octubre;Cineteca;Los Ojos De Europa;4;Cine y Audiovisual
2024;Noviembre;Cineteca;Lumbrensueño;2;Cine y Audiovisual
2024;Diciembre;Cineteca;M, El Vampiro De Düsseldorf;22;Cine y Audiovisual
2024;Octubre;Cineteca;Maioria Absoluta + ABC Da Greve;5;Cine y Audiovisual
2024;Septiembre;Cineteca;Marie-Louise;4;Cine y Audiovisual
2024;Noviembre;Cineteca;Marina, Unplugged;2;Cine y Audiovisual
2024;Diciembre;Cineteca;Mariposas Negras;9;Cine y Audiovisual
2024;Noviembre;Cineteca;MRGENTE – Sesión 1;8;Cine y Audiovisual
2024;Noviembre;Cineteca;MRGENTE – Sesión 2;9;Cine y Audiovisual
2024;Noviembre;Cineteca;MRGENTE – Sesión 3;9;Cine y Audiovisual
2024;Septiembre;Cineteca;Muriel (El Tiempo De Un Retorno);15;Cine y Audiovisual
2024;Noviembre;Cineteca;Naturalezas Del Retrato;4;Cine y Audiovisual
2024;Septiembre;Cineteca;No Home Movie;26;Cine y Audiovisual
2024;Diciembre;Cineteca;Nosferatu;44;Cine y Audiovisual
2024;Noviembre;Cineteca;Objeto De Estudio;4;Cine y Audiovisual
2024;Septiembre;Cineteca;Os Reviento;4;Cine y Audiovisual
2024;Diciembre;Cineteca;Panorama De Animación Española;3;Cine y Audiovisual
2024;Octubre;Cineteca;Permanecer en Ningún Sitio;11;Cine y Audiovisual
2024;Octubre;Cineteca;Pura Sangre;23;Cine y Audiovisual
2024;Septiembre;Cineteca;Rash?mon;34;Cine y Audiovisual
2024;Noviembre;Cineteca;Reas;17;Cine y Audiovisual
2024;Diciembre;Cineteca;Reír, Cantar, Tal Vez Llorar;24;Cine y Audiovisual
2024;Octubre;Cineteca;Rejeito;6;Cine y Audiovisual
2024;Noviembre;Cineteca;Rocco & Sjuul;1;Cine y Audiovisual
2024;Noviembre;Cineteca;Rubikon;5;Cine y Audiovisual
2024;Noviembre;Cineteca;S/He is Still Here;9;Cine y Audiovisual
2024;Diciembre;Cineteca;Sanatorium Under the Sign of the Hourglass;22;Cine y Audiovisual
2024;Noviembre;Cineteca;School Privada Alfonsina Storni;13;Cine y Audiovisual
2024;Diciembre;Cineteca;Sección Oficial De Cortometrajes (I);6;Cine y Audiovisual
2024;Diciembre;Cineteca;Sección Oficial De Cortometrajes (II);1;Cine y Audiovisual
2024;Diciembre;Cineteca;Sección Oficial De Cortometrajes (III);2;Cine y Audiovisual
2024;Octubre;Cineteca;Serie Del Caminante: Cortometrajes;29;Cine y Audiovisual
2024;Octubre;Cineteca;Serie Del Caminante: Mediometrajes;18;Cine y Audiovisual
2024;Diciembre;Cineteca;Sesión 1;12;Cine y Audiovisual
2024;Septiembre;Cineteca;Sesión De Cortometrajes 1;9;Cine y Audiovisual
2024;Septiembre;Cineteca;Sesión De Cortometrajes 2;4;Cine y Audiovisual
2024;Septiembre;Cineteca;Sesión De Cortometrajes 3;4;Cine y Audiovisual
2024;Noviembre;Cineteca;Sesión De Inauguración - LesGaiCineMad 2024;18;Cine y Audiovisual
2024;Diciembre;Cineteca;Sesión De Inauguración: Le Tableau + Rock Bottom;6;Cine y Audiovisual
2024;Septiembre;Cineteca;Sew to Say / Coser Para Decir;5;Cine y Audiovisual
2024;Noviembre;Cineteca;Sin Noticias De Dios;4;Cine y Audiovisual
2024;Noviembre;Cineteca;Sobre El Bowery;10;Cine y Audiovisual
2024;Septiembre;Cineteca;Stream;6;Cine y Audiovisual
2024;Septiembre;Cineteca;The Life and Times of Rosie the Riveter;3;Cine y Audiovisual
2024;Noviembre;Cineteca;The River;19;Cine y Audiovisual
2024;Septiembre;Cineteca;Tierra De Nuestras Madres;8;Cine y Audiovisual
2024;Septiembre;Cineteca;Tocar El Cielo Con Los Ojos;1;Cine y Audiovisual
2024;Octubre;Cineteca;Total Refusal. Sesión I Cortometrajes;6;Cine y Audiovisual
2024;Octubre;Cineteca;Total Refusal. Sesión II Cortometrajes;8;Cine y Audiovisual
2024;Octubre;Cineteca;Tótem;8;Cine y Audiovisual
2024;Septiembre;Cineteca;Tratamos Demasiado Bien a Las Mujeres;31;Cine y Audiovisual
2024;Septiembre;Cineteca;Ullate. La Danza De La Vida;5;Cine y Audiovisual
2024;Noviembre;Cineteca;Un Baño Propio;20;Cine y Audiovisual
2024;Octubre;Cineteca;Un Volcán Habitado;10;Cine y Audiovisual
2024;Noviembre;Cineteca;Una Película Barata;22;Cine y Audiovisual
2024;Octubre;Cineteca;Valentina o La Serenidad;2;Cine y Audiovisual
2024;Noviembre;Cineteca;Vergüenza;4;Cine y Audiovisual
2024;Septiembre;Cineteca;Vínculo, La Llamada Del Pingüino;3;Cine y Audiovisual
2024;Noviembre;Cineteca;Vuelve, África;8;Cine y Audiovisual
2024;Diciembre;Cineteca;Wa??sa. La Esperanza De Un Pueblo;1;Cine y Audiovisual
2024;Noviembre;Cineteca;Who Do I Belong to;6;Cine y Audiovisual
2024;Noviembre;Teatro Circo Price;CIRCO PRICE en NAVIDAD;78;Circo y Espectáculos Familiares
2024;Diciembre;Teatro Circo Price;CIRCO PRICE en NAVIDAD;232;Circo y Espectáculos Familiares
2024;Octubre;Teatro Circo Price;COMPAÑÍA DE CIRCO NUEVEUNO;114;Circo y Espectáculos Familiares
2024;Octubre;Teatro Circo Price;FIRCO;188;Circo y Espectáculos Familiares
2024;Septiembre;Teatro Circo Price;PROYECTO CRECE 2024;73;Circo y Espectáculos Familiares
2024;Diciembre;Conde Duque;«blue Sun Palace»;9;Teatro y Escénicas
2024;Noviembre;Conde Duque;«dahomey»;11;Cine y Audiovisual
2024;Octubre;Conde Duque;«no Other Land»;10;Cine y Audiovisual
2024;Diciembre;Conde Duque;38º CERTAMEN COREOGRÁFICO DE MADRID;77;Teatro y Escénicas
