Año;Mes;Organismo;Evento;Entradas;Clasificación
2018;Septiembre;Cineteca;Directed by Women: Sesión De Cortos 1;32;Cine y Audiovisual
2018;Septiembre;Cineteca;Directed by Women: Sesión De Cortos 2;23;Cine y Audiovisual
2018;Septiembre;Cineteca;Directed by Women: Sesión De Cortos 3;8;Cine y Audiovisual
2018;Septiembre;Cineteca;Directed by Women: Trinta Lumes;18;Documental
2018;Septiembre;Cineteca;Directed by Women: Verano 1993;55;Cine y Audiovisual
2018;Septiembre;Cineteca;Ganar Al Viento;48;Cine y Audiovisual
2018;Septiembre;Cineteca;Indiaindie Cine Independiente De La India: Pinneyum;10;Cine y Audiovisual
2018;Septiembre;Cineteca;Indiaindie Cine Independiente De La India: Village Rockstars;24;Cine y Audiovisual
2018;Septiembre;Cineteca;Japán Weekend: Animé Japonés: A Silent Voice;32;Cine y Audiovisual
2018;Septiembre;Cineteca;Japán Weekend: Animé Japonés: Bungo Stray Dogs: Dead Apple;32;Cine y Audiovisual
2018;Septiembre;Cineteca;Japán Weekend: Animé Japonés: Gatos, Un Viaje De Vuelta a Casa;32;Cine y Audiovisual
2018;Septiembre;Cineteca;Japán Weekend: Animé Japonés: Your Name;32;Cine y Audiovisual
2018;Septiembre;Cineteca;Los Gigantes No Existen;23;Cine y Audiovisual
2018;Septiembre;Cineteca;Lychee Int. Film Festival. Dust in the Wind;20;Cine y Audiovisual
2018;Septiembre;Cineteca;Lychee Int. Film Festival. Eighteen Springs;17;Cine y Audiovisual
2018;Septiembre;Cineteca;Lychee Int. Film Festival. Suzhou River;20;Cine y Audiovisual
2018;Septiembre;Cineteca;Lychee Int. Film Festival. Viva El Amor;32;Cine y Audiovisual
2018;Septiembre;Cineteca;Madres Invisibles;31;Documental
2018;Septiembre;Cineteca;Niñato;81;Documental
2018;Septiembre;Cineteca;Nosotros;122;Cine y Audiovisual
2018;Septiembre;Cineteca;Promesas Del Este: A Woman Captured;3;Documental
2018;Septiembre;Cineteca;Promesas Del Este: Debut;2;Documental
2018;Septiembre;Cineteca;Promesas Del Este: Solving My Mother;5;Documental
2018;Septiembre;Cineteca;Promesas Del Este: The Distant Barking of Dogs;3;Documental
2018;Septiembre;Cineteca;Promesas Del Este: The Other Side of Everything;5;Documental
2018;Septiembre;Cineteca;Promesas Del Este: The Russian Job;8;Documental
2018;Septiembre;Cineteca;Rabot;40;Documental
2018;Septiembre;Cineteca;Sicixia;23;Cine y Audiovisual
2018;Septiembre;Cineteca;The Wedding Banquet;18;Cine y Audiovisual
2018;Septiembre;Conde Duque;Anatomía Pública;116;Teatro y Escénicas
2018;Septiembre;Conde Duque;"Christina Rosenvinge Presenta ""Un Hombre Rubio""";67;Música y Conciertos
2018;Septiembre;Conde Duque;Concierto De Sex Museum;41;Música y Conciertos
2018;Septiembre;Conde Duque;El Cielo;21;Teatro y Escénicas
2018;Septiembre;Conde Duque;La Noche Justo Antes De Los Bosques;58;Teatro y Escénicas
2018;Septiembre;Conde Duque;La Ronda;84;Teatro y Escénicas
2018;Septiembre;Fernán Gómez;Otelo a Juicio;873;Teatro y Escénicas
2018;Septiembre;Fernán Gómez;Proyecto-Edipo;960;Teatro y Escénicas
2018;Septiembre;Matadero;Quorum;90;Teatro y Escénicas
2018;Septiembre;Matadero;Vespa;60;Teatro y Escénicas
2018;Septiembre;Teatro Circo Price;H.Art;553;Teatro y Escénicas
2018;Septiembre;Teatro Español;El Pan y La Sal;300;Literatura y Poesía
2018;Octubre;Cineteca;Alberto García-Alix. La Línea De Sombra;127;Cultura General
2018;Octubre;Cineteca;Another Way Film Festival 2018: Guardians of the Earth;8;Documental
2018;Octubre;Cineteca;Another Way Film Festival 2018: Living the Change: Inspiri;24;Documental
2018;Octubre;Cineteca;Another Way Film Festival 2018: Return;18;Documental
2018;Octubre;Cineteca;Another Way Film Festival 2018: When Lambs Become Lions;13;Documental
2018;Octubre;Cineteca;Another Way Film Festival 2018: When Two Worlds Colllide;13;Documental
2018;Octubre;Cineteca;Ciclo Docma. Wan Xia, La Última Luz Del Atardecer/Tódalas Mu;18;Documental
2018;Octubre;Cineteca;Desenterrando Sad Hill;49;Documental
2018;Octubre;Cineteca;Docs Barcelona Del Mes: Eugenio;38;Documental
2018;Octubre;Cineteca;El Proxeneta. Paso Corto, Mala Leche;55;Documental
2018;Octubre;Cineteca;Hasta Mañana Si Dios Quiere;92;Cine y Audiovisual
2018;Octubre;Cineteca;Los Gigantes No Existen;43;Cine y Audiovisual
2018;Octubre;Cineteca;Nocturna: Ceremonia Sangrienta;32;Cine y Audiovisual
2018;Octubre;Cineteca;Nocturna: Jack Taylor: Testigo Del Fantástico/ El Pionero;22;Cine y Audiovisual
2018;Octubre;Cineteca;Nocturna: Laboratory Conditions/Tigers are not Afraid;32;Cine y Audiovisual
2018;Octubre;Cineteca;Nocturna: Skickelsen / Inquilinos;32;Cine y Audiovisual
2018;Octubre;Cineteca;Team Mali;57;Documental
2018;Octubre;Conde Duque;Circored: Aware;33;Teatro y Escénicas
2018;Octubre;Conde Duque;Circored: Gregarios;33;Teatro y Escénicas
2018;Octubre;Conde Duque;Concierto De BIZNAGA;67;Música y Conciertos
2018;Octubre;Conde Duque;Concierto De Javier Colis y Ana Béjar;21;Música y Conciertos
2018;Octubre;Conde Duque;Concierto De Josele Santiago;37;Música y Conciertos
2018;Octubre;Conde Duque;Cuckoo;116;Teatro y Escénicas
2018;Octubre;Conde Duque;Demonios Tus Ojos. Concierto 30º Aniversario;30;Música y Conciertos
2018;Octubre;Conde Duque;El Cielo;21;Teatro y Escénicas
2018;Octubre;Conde Duque;History, History, History;110;Cine y Audiovisual
2018;Octubre;Conde Duque;La Noche Justo Antes De Los Bosques;42;Teatro y Escénicas
2018;Octubre;Conde Duque;Santiago Auserón;39;Música y Conciertos
2018;Octubre;Fernán Gómez;Alguien Voló Sobre El Nido Del Cuco;1769;Teatro y Escénicas
2018;Octubre;Fernán Gómez;Otelo a Juicio;317;Teatro y Escénicas
2018;Octubre;Fernán Gómez;Proyecto-Edipo;500;Teatro y Escénicas
2018;Octubre;Fernán Gómez;Vientos Que Nos Barrerán;412;Teatro y Escénicas
2018;Octubre;Naves Matadero;La Consagración De La Primavera;157;Teatro y Escénicas
2018;Octubre;Teatro Circo Price;Circored: Compañía Voletemps (Distans);174;Teatro y Escénicas
2018;Octubre;Teatro Circo Price;Circored: Ya Es Tiempo De Hablar Del Amor;174;Teatro y Escénicas
2018;Octubre;Teatro Circo Price;Festival Iberoamericano De Circo - Gala a;302;Infantil / Familiar
2018;Octubre;Teatro Circo Price;Festival Iberoamericano De Circo - Gala B;303;Infantil / Familiar
2018;Octubre;Teatro Circo Price;Festival Iberoamericano De Circo - Gran Gala FINAL;317;Infantil / Familiar
2018;Octubre;Teatro Circo Price;Le Roux: The Elephant in the Room;436;Infantil / Familiar
2018;Octubre;Teatro Español;Jane Eyre;1200;Teatro y Escénicas
2018;Octubre;Teatro Español;Mundo Obrero;357;Teatro y Escénicas
2018;Noviembre;Cineteca;Bicycle Film Festival 2018: Cortos Cinematográficos;40;Cine y Audiovisual
2018;Noviembre;Cineteca;Bicycle Film Festival 2018: Transcarpathians;16;Cine y Audiovisual
2018;Noviembre;Cineteca;Docs Barcelona Del Mes: Of Fhater and Sons;32;Documental
2018;Noviembre;Cineteca;Festival Márgenes: Belmonte;22;Cine y Audiovisual
2018;Noviembre;Cineteca;Festival Márgenes: Con El Viento;32;Cine y Audiovisual
2018;Noviembre;Cineteca;Festival Márgenes: Entre Dos Aguas;17;Cine y Audiovisual
2018;Noviembre;Cineteca;Festival Márgenes: Flor (2ª Parte);14;Cine y Audiovisual
2018;Noviembre;Cineteca;Festival Márgenes: Flor (3ª Parte);21;Cine y Audiovisual
2018;Noviembre;Cineteca;Festival Márgenes: Gimcheoul;32;Cine y Audiovisual
2018;Noviembre;Cineteca;Festival Márgenes: Industry: Distribución/Festivales;11;Cultura General
2018;Noviembre;Cineteca;Festival Márgenes: La Estrella Errante;20;Cine y Audiovisual
2018;Noviembre;Cineteca;Festival Márgenes: Los Débiles;17;Cine y Audiovisual
2018;Noviembre;Cineteca;Festival Márgenes: Nuestro Tiempo;23;Cine y Audiovisual
2018;Noviembre;Cineteca;Impulso;18;Documental
2018;Noviembre;Cineteca;Lesgaicinemad 2018: Bárbara;5;Cine y Audiovisual
2018;Noviembre;Cineteca;Lesgaicinemad 2018: Candela + Eva (¿cómo Te Llamas?);29;Cine y Audiovisual
2018;Noviembre;Cineteca;Lesgaicinemad 2018: Cola De Mono;18;Cine y Audiovisual
2018;Noviembre;Cineteca;Lesgaicinemad 2018: Cortos Int.: Cuerpos Libres/It's so Qui;18;Cine y Audiovisual
2018;Noviembre;Cineteca;Lesgaicinemad 2018: I Hate New York;55;Documental
2018;Noviembre;Cineteca;Lesgaicinemad 2018: La Rara De La Familia/Cárceles Bolleras;18;Cine y Audiovisual
2018;Noviembre;Cineteca;Lesgaicinemad 2018: Lesgaicinespaña II: Guillermo en El Tej;17;Cine y Audiovisual
2018;Noviembre;Cineteca;Lesgaicinemad 2018: Los Modernos;18;Cine y Audiovisual
2018;Noviembre;Cineteca;Lesgaicinemad 2018: Los Ojos Llorosos;10;Cine y Audiovisual
2018;Noviembre;Cineteca;Lesgaicinemad 2018: Ma Vie Avec James Dean;16;Cine y Audiovisual
2018;Noviembre;Cineteca;Lesgaicinemad 2018: Nuevas Visib. + Mujeres + Ind. Cult. TV;36;Cultura General
2018;Noviembre;Cineteca;Lesgaicinemad 2018: Yo Indocumentada;18;Cine y Audiovisual
2018;Noviembre;Cineteca;Oscuro y Lucientes;160;Cine y Audiovisual
2018;Noviembre;Cineteca;Over the Limit;65;Documental
2018;Noviembre;Cineteca;Premio Rizoma De Cine: Ainhoa, Yo Soy Esa;18;Cine y Audiovisual
2018;Noviembre;Cineteca;Premio Rizoma De Cine: El Rey Negro;18;Cine y Audiovisual
2018;Noviembre;Cineteca;Premio Rizoma De Cine: Puta y Amada;18;Cine y Audiovisual
2018;Noviembre;Cineteca;Premio Rizoma De Cine: Trinta Lumes;18;Documental
2018;Noviembre;Cineteca;Rizoma De Cine: The Lost City of Atlantis: Rat Film;2;Cine y Audiovisual
2018;Noviembre;Cineteca;Rizoma: Estreno Especial: Holiday;55;Cine y Audiovisual
2018;Noviembre;Cineteca;Rizoma: Estreno Especial: People's Republic of Desire;46;Cine y Audiovisual
2018;Noviembre;Cineteca;Rizoma: Estreno Especial: RBG;20;Cine y Audiovisual
2018;Noviembre;Cineteca;Rizoma: Madrid en Corto;55;Cine y Audiovisual
2018;Noviembre;Conde Duque;1,28 - Raquel Klein;48;Teatro y Escénicas
2018;Noviembre;Conde Duque;Adam Baldych&Helge Lien - JazzMadrid´18;25;Música y Conciertos
2018;Noviembre;Conde Duque;"AgusFulka ""Aprehendizaje"" - JazzMadrid´18";25;Música y Conciertos
2018;Noviembre;Conde Duque;En La Fundación - La Joven Compañía;248;Teatro y Escénicas
2018;Noviembre;Conde Duque;Flamenco Standards - JazzMadrid´18;25;Música y Conciertos
2018;Noviembre;Conde Duque;Inn-Finity Quartet - JazzMadrid'18;25;Música y Conciertos
2018;Noviembre;Conde Duque;John Surman Trio - JazzMadrid´18;25;Música y Conciertos
2018;Noviembre;Conde Duque;Kinga Glyk - JazzMadrid´18;25;Música y Conciertos
2018;Noviembre;Conde Duque;La Memoria;51;Teatro y Escénicas
2018;Noviembre;Conde Duque;Lichis&Troublemakers Blue Review - JazzMadrid´18;25;Música y Conciertos
2018;Noviembre;Conde Duque;Mariola Membrives - JazzMadrid'18;25;Música y Conciertos
2018;Noviembre;Conde Duque;Monodrama - JazzMadrid'18;25;Música y Conciertos
2018;Noviembre;Conde Duque;Playoff - La Joven Compañía;248;Teatro y Escénicas
2018;Noviembre;Conde Duque;Twist (Versión Corta) - La Imperfecta;48;Teatro y Escénicas
2018;Noviembre;Conde Duque;Yellow Place - La Kor'sia;48;Teatro y Escénicas
2018;Noviembre;Fernán Gómez;Alguien Voló Sobre El Nido Del Cuco;123;Teatro y Escénicas
2018;Noviembre;Fernán Gómez;CUZCO;328;Teatro y Escénicas
2018;Noviembre;Fernán Gómez;F.J. Art Ensemble of Chicago;170;Música y Conciertos
2018;Noviembre;Fernán Gómez;F.J. Avishai Cohen Quartet;170;Música y Conciertos
2018;Noviembre;Fernán Gómez;F.J. Billy Cobham Band;132;Música y Conciertos
2018;Noviembre;Fernán Gómez;F.J. Corey Harris Trío;170;Música y Conciertos
2018;Noviembre;Fernán Gómez;F.J. Michel Camilo Solo Piano;29;Música y Conciertos
2018;Noviembre;Fernán Gómez;F.J. Mulatu Astatke;16;Música y Conciertos
2018;Noviembre;Fernán Gómez;F.J. Nils Petter Molvaer Group;170;Música y Conciertos
2018;Noviembre;Fernán Gómez;F.J. O Sister!;170;Música y Conciertos
2018;Noviembre;Fernán Gómez;F.J. Regina Carter Quartet;170;Música y Conciertos
2018;Noviembre;Fernán Gómez;F.J. Robin McKelle;170;Música y Conciertos
2018;Noviembre;Fernán Gómez;F.J. Tigran Hamasyan Solo Piano;170;Música y Conciertos
2018;Noviembre;Fernán Gómez;F.J. Ximo Tébar Band;161;Música y Conciertos
2018;Noviembre;Fernán Gómez;Vientos Que Nos Barrerán;39;Teatro y Escénicas
2018;Noviembre;Fernán Gómez;Za!. Poética Contemporánea;41;Música y Conciertos
2018;Noviembre;Naves Matadero;Atlantida;58;Teatro y Escénicas
2018;Noviembre;Naves Matadero;Coisas Do Meu Imaginário - Rael;101;Teatro y Escénicas
2018;Noviembre;Naves Matadero;Do you Read Me - Concierto De Palabra y Música;66;Literatura y Poesía
2018;Noviembre;Naves Matadero;Explosión Sonora;101;Música y Conciertos
2018;Noviembre;Circo Price;Circo Price en Navidad;278;Infantil / Familiar
2018;Noviembre;Circo Price;Model Citizens;436;Teatro y Escénicas
2018;Noviembre;Teatro Español;Federico García;500;Teatro y Escénicas
2018;Noviembre;Teatro Español;Fiesta, Fiesta, Fiesta;123;Teatro y Escénicas
2018;Noviembre;Teatro Español;La Puta De Las Mil Noches;254;Cine y Audiovisual
2018;Noviembre;Teatro Español;Living with the Lights on;80;Teatro y Escénicas
2018;Noviembre;Teatro Español;Los Cuerpos Perdidos;2250;Teatro y Escénicas
2018;Noviembre;Teatro Español;Mundo Obrero;33;Teatro y Escénicas
2018;Noviembre;Teatro Español;Rojo;319;Teatro y Escénicas
2018;Noviembre;Madrid Destino;Conferencia De Clausura. Bruce Sterling + Sesión DJ;3;Cultura General
2018;Noviembre;Madrid Destino;Conferencia Metahaven;31;Cultura General
2018;Noviembre;Madrid Destino;Tentacular;30;Cultura General
2018;Diciembre;Cineteca;Flesh Memory;75;Documental
2018;Diciembre;Cineteca;Historia Antigua Del Cine España;71;Cine y Audiovisual
2018;Diciembre;Cineteca;L'Animale;60;Cine y Audiovisual
2018;Diciembre;Cineteca;Last Days in Shibati;32;Documental
2018;Diciembre;Cineteca;Rizoma De Cine: The Lost City of Atlantis: Rat Film;30;Cine y Audiovisual
2018;Diciembre;Cineteca;Shootball;43;Cine y Audiovisual
2018;Diciembre;Cineteca;Those Who are Fine;32;Cine y Audiovisual
2018;Diciembre;Cineteca;Trote;192;Cine y Audiovisual
2018;Diciembre;Conde Duque;Aquí Siempre, (Extracto) - Poliana Lima;48;Teatro y Escénicas
2018;Diciembre;Conde Duque;Cariño;40;Teatro y Escénicas
2018;Diciembre;Conde Duque;La Memoria;69;Teatro y Escénicas
2018;Diciembre;Conde Duque;Sumario 3/94;63;Teatro y Escénicas
2018;Diciembre;Fernán Gómez;Cenizas De Fénix (Lope De Vega). Los Martes, Milagro;82;Teatro y Escénicas
2018;Diciembre;Fernán Gómez;FG. Charleston Gospel Voices Presenta El Ritmo Del Gospel;516;Música y Conciertos
2018;Diciembre;Fernán Gómez;FG. Chicago Mass Choir Presenta Connecting Souls;344;Música y Conciertos
2018;Diciembre;Fernán Gómez;FG. the South Carolina Gospel Chorale Presenta Feeling...;172;Música y Conciertos
2018;Diciembre;Fernán Gómez;FMD. ANIMALES De El Retablo;41;Infantil / Familiar
2018;Diciembre;Fernán Gómez;FMD. EL SILLÓN De Alejandra Prieto;123;Infantil / Familiar
2018;Diciembre;Fernán Gómez;FMD. LA VUELTA AL MUNDO en 80 CAJAS De Markeliñe;52;Infantil / Familiar
2018;Diciembre;Fernán Gómez;FMD. LOVER De Andrés Beladiez;41;Infantil / Familiar
2018;Diciembre;Fernán Gómez;FMD. MI JUGUETE FAVORITO De La Tartana;34;Infantil / Familiar
2018;Diciembre;Fernán Gómez;FMD. MOBILUS De Addaura;57;Infantil / Familiar
2018;Diciembre;Fernán Gómez;Pep Bou. Poética Contemporánea;172;Infantil / Familiar
2018;Diciembre;Fernán Gómez;Tom en La Granja;287;Infantil / Familiar
2018;Diciembre;Naves Matadero;Practice Makes Perfect;65;Teatro y Escénicas
2018;Diciembre;Naves Matadero;She's Mine;130;Teatro y Escénicas
2018;Diciembre;Circo Price;Circo Price en Navidad;2047;Infantil / Familiar
2018;Diciembre;Teatro Español;La Puta De Las Mil Noches;162;Cine y Audiovisual
2018;Diciembre;Teatro Español;Rojo;1931;Teatro y Escénicas
2019;Enero;Cineteca;Bertsolari;55;Documental
2019;Enero;Cineteca;Bowie, Back to Earth: The Man Who Fell to Earth;64;Cine y Audiovisual
2019;Enero;Cineteca;Bowie, Back to Earth: Twin Peaks. Fuego Camina Conmigo;32;Cine y Audiovisual
2019;Enero;Cineteca;I See Red People;90;Cine y Audiovisual
2019;Enero;Cineteca;Last Days in Shibati;52;Documental
2019;Enero;Cineteca;Matangi / Maya / M.I.A.;119;Documental
2019;Enero;Cineteca;Milicianas;128;Documental
2019;Enero;Cineteca;Muestra Cine Canadiense: All the Time in the World;55;Cine y Audiovisual
2019;Enero;Cineteca;Muestra Cine Canadiense: Chien De Garde;13;Cine y Audiovisual
2019;Enero;Cineteca;Muestra Cine Canadiense: Festival Banff;28;Cine y Audiovisual
2019;Enero;Cineteca;Muestra Cine Canadiense: Giant Little Ones;55;Cine y Audiovisual
2019;Enero;Cineteca;Muestra Cine Canadiense: Indian Horse;18;Cine y Audiovisual
2019;Enero;Cineteca;Muestra Cine Canadiense: Les Faux Tatouages;55;Cine y Audiovisual
2019;Enero;Cineteca;Profundidad De Campo: Meiro Koizumi+Carta Blanca: Battleland;29;Cine y Audiovisual
2019;Enero;Cineteca;Profundidad De Campo: Meiro Koizumi+Carta Blanca: Cuentos to;62;Cine y Audiovisual
2019;Enero;Cineteca;Profundidad De Campo: Meiro Koizumi+Carta Blanca: La Delgada;50;Cine y Audiovisual
2019;Enero;Cineteca;Profundidad De Campo: Meiro Koizumi+Carta Blanca: Restrepo;18;Cine y Audiovisual
2019;Enero;Cineteca;Profundidad De Campo: Meiro Koizumi+Carta Blanca: Rikugun;23;Cine y Audiovisual
2019;Enero;Cineteca;RBG;45;Documental
2019;Enero;Cineteca;Rêve De Mousse;17;Documental
2019;Enero;Cineteca;Roi Soleil: Albert Serra;47;Cine y Audiovisual
2019;Enero;Cineteca;Shut Up and Play the Piano;87;Documental
2019;Enero;Cineteca;Silvana;41;Documental
2019;Enero;Cineteca;Werner Herzog, en El Abismo: Happy People;;
2019;Enero;Cineteca;Werner Herzog, en El Abismo: Into the Abyss: A Tale of Dea;57;Documental
2019;Enero;Cineteca;Werner Herzog, en El Abismo: Lo and Behold, Reveries of Th;32;Documental
2019;Enero;Cineteca;Werner Herzog, en El Abismo: Meeting  Grobachev;43;Documental
2019;Enero;Cineteca;Ziggy Stardust and the Spiders from Mars;66;Cine y Audiovisual
2019;Febrero;Cineteca;?;64;Cultura General
2019;Febrero;Cineteca;Arrebato;32;Cine y Audiovisual
2019;Febrero;Cineteca;Cantares De La Revolución;220;Cine y Audiovisual
2019;Febrero;Cineteca;Días Extraños;64;Cine y Audiovisual
2019;Febrero;Cineteca;El Amor y La Muerte. Historia De Enrique Granados;73;Música y Conciertos
2019;Febrero;Cineteca;El Libro De Imágenes;138;Cine y Audiovisual
2019;Febrero;Cineteca;El Viaje De Kioto;35;Cine y Audiovisual
2019;Febrero;Cineteca;Encuentro Con Tim Allen;32;Cultura General
2019;Febrero;Cineteca;Están Vivos;32;Cine y Audiovisual
2019;Febrero;Cineteca;Frankenweenie;32;Cine y Audiovisual
2019;Febrero;Cineteca;He Venido a Leer La Noche;30;Literatura y Poesía
2019;Febrero;Cineteca;Infinite Football;20;Documental
2019;Febrero;Cineteca;Instant Dreams;0;Cine y Audiovisual
2019;Febrero;Cineteca;Isla De Perros;64;Cine y Audiovisual
2019;Febrero;Cineteca;La Mirada Eléctrica: Sesión 1. Miradas Expandidas;10;Cine y Audiovisual
2019;Febrero;Cineteca;Los Ojos De Laura Mars;64;Cine y Audiovisual
2019;Febrero;Cineteca;Mudar La Piel;144;Cine y Audiovisual
2019;Febrero;Cineteca;Ouaga Girls;55;Documental
2019;Febrero;Cineteca;RBG;118;Documental
2019;Febrero;Cineteca;Scenes from under Childhood;32;Cine y Audiovisual
2019;Febrero;Cineteca;Sesión De Cortos De Johann Lurf;32;Cine y Audiovisual
2019;Febrero;Cineteca;Sesión Oficial 3;31;Cine y Audiovisual
2019;Febrero;Cineteca;Sesión Oficial 4;36;Cine y Audiovisual
2019;Febrero;Cineteca;Sesión Oficial 5;17;Cine y Audiovisual
2019;Febrero;Cineteca;Sesión Oficial 6;11;Cine y Audiovisual
2019;Febrero;Cineteca;Simposio De Cibercultura y New Media Art;18;Cultura General
2019;Febrero;Cineteca;Somos Más;18;Cine y Audiovisual
2019;Febrero;Cineteca;The Girl Wiht X-Ray Eyes + El Hombre Con Rayos X en Los Ojos;32;Cine y Audiovisual
2019;Febrero;Cineteca;The Second Game;10;Cine y Audiovisual
2019;Marzo;Cineteca;Adolescentes (21 Retratos Firmados);13;Documental
2019;Marzo;Cineteca;Antonio López, Apuntes Del Natural;39;Cine y Audiovisual
2019;Marzo;Cineteca;"Asian Dub Foundation ""La Haine"" Live Soundtrack";23;Música y Conciertos
2019;Marzo;Cineteca;Bobbi Jene;34;Documental
2019;Marzo;Cineteca;Brecht Die Macht Der Manipulateure/Romper El Poder De Los m;23;Cine y Audiovisual
2019;Marzo;Cineteca;Brexitannia;23;Documental
2019;Marzo;Cineteca;Buscadores De Sol y Nieve;0;Cine y Audiovisual
2019;Marzo;Cineteca;Ciclo Docma: Cortos Escuelas;13;Documental
2019;Marzo;Cineteca;Después De Esto;131;Cine y Audiovisual
2019;Marzo;Cineteca;Directed by Women. Sesión De Cortometrajes;37;Cine y Audiovisual
2019;Marzo;Cineteca;El Auge Del Humano;1;Cine y Audiovisual
2019;Marzo;Cineteca;El Libro De Imágenes;131;Cine y Audiovisual
2019;Marzo;Cineteca;Fin Del Mundo + Cuando Sea Un Pájaro;47;Cine y Audiovisual
2019;Marzo;Cineteca;I Cormorani;26;Cine y Audiovisual
2019;Marzo;Cineteca;Jeanne Dielman, 23 Quai Du Commerce, 1080;26;Cine y Audiovisual
2019;Marzo;Cineteca;Komunia / La Comunión;44;Documental
2019;Marzo;Cineteca;L´ Epoque (Young & Alive);36;Cine y Audiovisual
2019;Marzo;Cineteca;La Casa Lobo;92;Cine y Audiovisual
2019;Marzo;Cineteca;La Flor (1ª Parte);23;Cine y Audiovisual
2019;Marzo;Cineteca;La Reina Del Silencio;53;Cine y Audiovisual
2019;Marzo;Cineteca;Nightcleaners;23;Documental
